time,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10
153,-1.92554004,-2.263043844,-2.394441441,-2.201587387,-2.076861261,-2.197074174,-2.13321011,-1.847877878,-1.978888088,-2.038217718
154,-1.929698198,-2.246627027,-2.413867568,-2.248967568,-2.070643243,-2.243062162,-2.188945045,-1.871361261,-1.957017117,-2.077402703
155,-1.933856356,-2.23021021,-2.430547748,-2.296347748,-2.066135135,-2.28905015,-2.24467998,-1.942006106,-1.987847948,-2.113413514
156,-1.953896597,-2.217869069,-2.447227928,-2.306416216,-2.061824324,-2.292973674,-2.29098048,-2.012650951,-2.018678779,-2.104532432
157,-2.008293994,-2.245863063,-2.427564865,-2.285875676,-2.057513514,-2.205900601,-2.243912613,-2.050596697,-2.048010511,-2.095651351
158,-2.062691391,-2.273857057,-2.383672973,-2.265335135,-2.052754054,-2.118827528,-2.196844745,-2.051231932,-2.074031732,-2.08677027
159,-2.11125976,-2.301851051,-2.339781081,-2.25241021,-2.041937838,-2.049645045,-2.149776877,-2.051867167,-2.100052953,-2.15213964
160,-2.103346847,-2.313011411,-2.296159459,-2.260809009,-2.031121622,-2.153816216,-2.119454354,-2.006728228,-2.121771171,-2.22357027
161,-2.095433934,-2.322912112,-2.252898198,-2.269207808,-2.020305405,-2.257987387,-2.090384885,-1.911208909,-2.084681682,-2.295000901
162,-2.087521021,-2.332812813,-2.209636937,-2.277606607,-2.018015315,-2.362158559,-2.061315415,-1.81568959,-2.047592192,-2.297489189
163,-2.063040541,-2.340791892,-2.185948649,-2.3075,-2.042521622,-2.330275676,-2.108235135,-1.7593,-2.010502703,-2.280872973
164,-2.036105606,-2.348193694,-2.218804505,-2.3379,-2.067027928,-2.278236637,-2.177982883,-1.744455556,-2.056859459,-2.264256757
165,-2.009170671,-2.355595495,-2.25166036,-2.3683,-2.091534234,-2.226197598,-2.247730631,-1.729611111,-2.120956757,-2.190259159
166,-1.971652553,-2.319984685,-2.281005405,-2.349973273,-2.117781081,-2.180436036,-2.224995495,-1.742415315,-2.185054054,-2.084195495
167,-1.928395295,-2.256594895,-2.272901802,-2.309835536,-2.146493694,-2.138078679,-2.142531832,-1.783538438,-2.163862062,-1.978131832
168,-1.885138038,-2.193205105,-2.264798198,-2.269697798,-2.175206306,-2.095721321,-2.060068168,-1.824661562,-2.081204605,-1.951329429
169,-1.873011111,-2.197167868,-2.256694595,-2.262483183,-2.203918919,-2.08936997,-2.06458979,-1.877236937,-1.998547147,-2.003788288
170,-1.902862963,-2.284724224,-2.251358559,-2.303716416,-2.197559459,-2.131572172,-2.177071872,-1.941128228,-1.961351952,-2.056247147
171,-1.932714815,-2.372280581,-2.246281982,-2.34494965,-2.166443243,-2.173774374,-2.289553954,-2.00501952,-2.013332733,-2.104483784
172,-1.959123423,-2.421161261,-2.241205405,-2.373026126,-2.135327027,-2.194263964,-2.334972973,-2.01363964,-2.065313514,-2.145164865
173,-1.972032332,-2.372923023,-2.2503,-2.303157858,-2.104210811,-2.129626326,-2.211989189,-1.969574374,-2.109604505,-2.185845946
174,-1.984941241,-2.324684785,-2.2643,-2.23328959,-2.090516216,-2.064988689,-2.089005405,-1.925509109,-2.079914414,-2.228550751
175,-1.99785015,-2.277863664,-2.2783,-2.163421321,-2.082364865,-2.000351051,-1.993848649,-1.85213033,-2.050224324,-2.278558559
176,-1.997430531,-2.241107708,-2.274336036,-2.195234234,-2.074213514,-2.112362062,-2.096335135,-1.751796597,-2.020534234,-2.328566366
177,-1.996747848,-2.204351752,-2.256899099,-2.247544144,-2.066062162,-2.22785956,-2.198821622,-1.651462863,-2.022236937,-2.37074955
178,-1.996065165,-2.167595796,-2.239462162,-2.299854054,-2.025681081,-2.343357057,-2.301308108,-1.628892192,-2.029451351,-2.317081081
179,-2.020364464,-2.251344344,-2.234827027,-2.304922923,-1.982912613,-2.304422623,-2.261258458,-1.675297798,-2.036665766,-2.263412613
180,-2.052636737,-2.33984965,-2.249394595,-2.270719119,-1.940144144,-2.216201401,-2.215582382,-1.721703403,-2.057076877,-2.209744144
181,-2.084909009,-2.428354955,-2.263962162,-2.236515315,-1.90492973,-2.12798018,-2.169906306,-1.743154054,-2.086027027,-2.252518919
182,-2.124658759,-2.401376777,-2.271524324,-2.214734835,-1.935183784,-2.09024024,-2.189164364,-1.743254354,-2.114977177,-2.302112913
183,-2.170894995,-2.345641842,-2.255443243,-2.228337237,-1.965437838,-2.096291291,-2.224591792,-1.743354655,-2.144431832,-2.351706907
184,-2.217131231,-2.289906907,-2.239362162,-2.24193964,-1.995691892,-2.102342342,-2.260019219,-1.810793093,-2.174769369,-2.338767568
185,-2.230548649,-2.255969369,-2.226711712,-2.255542042,-2.014623423,-2.106956356,-2.255794795,-1.933794695,-2.205106907,-2.30945045
186,-2.1719,-2.234333333,-2.270666667,-2.289085185,-2.003833333,-2.108414815,-2.229192593,-2.056796296,-2.222811111,-2.280133333
187,-2.113251351,-2.212697297,-2.314621622,-2.323167267,-1.993043243,-2.109873273,-2.20259039,-2.063692192,-2.147984685,-2.274831532
188,-2.063807107,-2.219039339,-2.358576577,-2.357249349,-1.982253153,-2.118568569,-2.163926326,-1.978202903,-2.073158258,-2.282407508
189,-2.107064364,-2.255953453,-2.323355856,-2.337773874,-1.973969369,-2.200149149,-2.112082082,-1.892713614,-1.998331832,-2.289983483
190,-2.150321622,-2.292867568,-2.277918919,-2.293954054,-1.96877027,-2.28172973,-2.060237838,-1.828281081,-1.917937838,-2.299537838
191,-2.193578879,-2.319271171,-2.232481982,-2.250134234,-1.963571171,-2.36331031,-2.040025225,-1.780003203,-1.83676026,-2.310997297
192,-2.17038048,-2.322972072,-2.213756757,-2.253673373,-1.958372072,-2.357943844,-2.088136937,-1.731725325,-1.755582683,-2.322456757
