time,Fx,Tx,Fy
595,-20.5644,1.96373,-34.5222
596,-19.9555,1.96068,-34.4818
597,-19.3562,1.95079,-34.3505
598,-18.8248,1.92321,-33.9823
599,-18.2623,1.90522,-33.7404
600,-17.7319,1.87889,-33.384
601,-17.318,1.86462,-33.1895
602,-16.8665,1.85051,-32.9965
603,-16.5175,1.84015,-32.8542
604,-16.1884,1.83276,-32.7522
605,-15.864,1.80014,-32.3002
606,-15.8458,1.7542,-31.6556
607,-15.3208,1.82609,-32.6602
608,-15.4605,1.78194,-32.0459
609,-13.7081,1.83976,-32.8487
610,-13.469,1.82376,-32.628
611,-13.357,1.79888,-32.2826
612,-13.0702,1.77663,-31.9714
613,-12.8731,1.75336,-31.6436
614,-12.6452,1.73055,-31.3201
615,-12.2312,1.72066,-31.1793
616,-12.0661,1.69915,-30.8712
617,-12.0866,1.67686,-30.5499
618,-11.9011,1.65344,-30.21
619,-11.7309,1.6351,-29.9422
620,-11.6329,1.60927,-29.5625
621,-11.5024,1.57747,-29.0911
622,-11.3683,1.53793,-28.499
623,-11.3832,1.50741,-28.0372
624,-11.2872,1.46696,-27.419
625,-11.3137,1.41499,-26.6146
626,-11.5438,1.36098,-25.7665
627,-11.5388,1.31579,-25.0473
628,-12.0838,1.23214,-23.6937
629,-11.9487,1.19242,-23.0407
630,-11.7179,1.16253,-22.5452
631,-11.5398,1.13138,-22.025
632,-11.3908,1.09854,-21.4724
633,-11.2847,1.069,-20.9717
634,-11.2179,1.03527,-20.3959
635,-11.2079,0.999346,-19.7778
636,-11.2261,0.968174,-19.2375
637,-11.2983,0.929293,-18.5586
638,-11.4201,0.891143,-17.8872
639,-11.5333,0.865281,-17.4291
640,-11.636,0.839732,-16.9743
641,-11.7494,0.810028,-16.4428
642,-11.8496,0.782095,-15.9402
643,-11.9228,0.7665,-15.6585
644,-12.0577,0.742865,-15.2302
645,-12.2081,0.7193,-14.8013
646,-12.3388,0.700822,-14.4639
647,-12.5284,0.686343,-14.1987
648,-12.6433,0.67028,-13.9038
649,-12.8228,0.650059,-13.5315
650,-12.9402,0.638871,-13.325
651,-13.0306,0.632452,-13.2064
652,-13.1995,0.613487,-12.8552
