Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
137,-0.950903502,-0.798658258,-1.022172616,-0.907804407,-1.017432618,-0.800570883,-0.820982707,-1.073511739,
138,-0.95428836,-0.805535498,-1.02907657,-0.911220056,-1.021958885,-0.805191309,-0.8261907,-1.075773693,
139,-0.957565669,-0.812415295,-1.035934762,-0.914635972,-1.026348057,-0.809748982,-0.831379579,-1.078023176,
140,-0.960735301,-0.819295666,-1.042739325,-0.918054275,-1.030597166,-0.814240586,-0.836547962,-1.080260395,
141,-0.963797124,-0.826174628,-1.049482393,-0.921477097,-1.034703452,-0.818662801,-0.841694467,-1.082485563,
142,-0.966751012,-0.833050201,-1.056156097,-0.924906796,-1.038664156,-0.823012378,-0.846817708,-1.084698888,
143,-0.969597733,-0.839920091,-1.06275293,-0.928345901,-1.042476519,-0.827286185,-0.851916293,-1.08690058,
144,-0.972340437,-0.84678018,-1.069266334,-0.931796948,-1.04613778,-0.831481105,-0.856988822,-1.089090853,
145,-0.974982671,-0.853625691,-1.075689905,-0.935262475,-1.049645184,-0.83559402,-0.862033895,-1.091270017,
146,-0.977527976,-0.860451846,-1.082017243,-0.938745016,-1.05299651,-0.839621812,-0.867050112,-1.093438462,
147,-0.979979899,-0.867253867,-1.088241946,-0.942247108,-1.056190682,-0.843561363,-0.872036073,-1.095596585,
148,-0.982341998,-0.874026973,-1.094357605,-0.9457711,-1.059226772,-0.847409596,-0.876990379,-1.09774478,
149,-0.984618298,-0.880766378,-1.100357578,-0.949318818,-1.062103851,-0.851164662,-0.881911591,-1.099883444,
150,-0.986813356,-0.887466667,-1.10623496,-0.952891994,-1.064820989,-0.854826119,-0.886798188,-1.102012971,
151,-0.988931759,-0.894121417,-1.111982832,-0.956492362,-1.067377258,-0.858393601,-0.891648637,-1.104133766,
152,-0.990978093,-0.90072411,-1.117594275,-0.960121656,-1.069771796,-0.861866741,-0.896461409,-1.106246384,
153,-0.992956943,-0.907268231,-1.123062367,-0.963781608,-1.072005129,-0.865245174,-0.901234972,-1.108351508,
154,-0.994872789,-0.913747263,-1.128380234,-0.967473878,-1.074079072,-0.868528534,-0.905967794,-1.110449825,
155,-0.99672919,-0.92015469,-1.133541373,-0.971199203,-1.07599549,-0.871716523,-0.910658368,-1.112542022,
156,-0.998529247,-0.926484008,-1.13853947,-0.974957695,-1.077756247,-0.87480978,-0.91530542,-1.114628786,
157,-1.000276056,-0.932728815,-1.143368212,-0.978749451,-1.079363209,-0.877809629,-0.919907806,-1.116710805,
158,-1.001972715,-0.938882762,-1.148021286,-0.98257457,-1.080818239,-0.880717411,-0.924464387,-1.118788754,
159,-1.003622319,-0.944939498,-1.152492379,-0.98643315,-1.082123402,-0.883534464,-0.928974023,-1.120863157,
160,-1.0052278,-0.950892675,-1.156776313,-0.99032529,-1.083282065,-0.886262128,-0.933435575,-1.122934415,
161,-1.006791546,-0.956735942,-1.160871608,-0.994250614,-1.08429812,-0.888901743,-0.937847902,-1.125002924,
162,-1.008315837,-0.962462953,-1.164777536,-0.998207623,-1.085175462,-0.891454616,-0.94221011,-1.127069083,
163,-1.009802953,-0.968067966,-1.168493366,-1.002194655,-1.085917983,-0.893921821,-0.946521853,-1.129133288,
164,-1.011255172,-0.973546568,-1.172018368,-1.006210048,-1.08652958,-0.896304324,-0.95078286,-1.131195938,
165,-1.012674764,-0.978894525,-1.175351864,-1.010252138,-1.087014144,-0.898603091,-0.95499286,-1.133257365,
166,-1.014063473,-0.9841076,-1.178495337,-1.014319264,-1.087375802,-0.900819086,-0.959151581,-1.135317017,
167,-1.01542233,-0.989181559,-1.181453243,-1.018409682,-1.087619268,-0.902953276,-0.963258752,-1.137373695,
168,-1.016752314,-0.994112165,-1.184230251,-1.022520833,-1.087749354,-0.905006625,-0.967314152,-1.139426184,
169,-1.018054403,-0.998895328,-1.186831031,-1.026649685,-1.087770872,-0.906980054,-0.971318103,-1.14147327,
170,-1.019329576,-1.003528748,-1.189260255,-1.0307932,-1.08768863,-0.90887428,-0.975271261,-1.143513738,
171,-1.020578794,-1.008011339,-1.191522672,-1.034948341,-1.087507442,-0.910689965,-0.979174287,-1.145546374,
172,-1.021802822,-1.012342037,-1.193623903,-1.039112068,-1.087232108,-0.912427771,-0.983027843,-1.147569916,
173,-1.02300231,-1.016519778,-1.195570096,-1.043281342,-1.086867214,-0.91408836,-0.986832591,-1.149582506,
