Var1,Var2_1,Var2_2,Var2_4,Var2_5,Var2_6,Var2_7,Var2_8,Var2_9,Var2_10,Var2_11
958,-2.1618828,-1.0037664,-1.3432608,-3.217536,-1.5969744,-4.2334488,-2.2474872,-0.540792,-2.9847888,0.544194
959,-2.2501332,-0.9762984,-1.3460832,-3.2671296,-1.5609132,-4.3045884,-2.4082128,-0.6953436,-2.9920464,0.4304412
960,-2.2501332,-0.9762984,-1.3460832,-3.2671296,-1.5609132,-4.3045884,-2.4082128,-0.6953436,-2.9920464,0.4304412
961,-2.2501332,-0.9762984,-1.3460832,-3.2671296,-1.5609132,-4.3045884,-2.4082128,-0.6953436,-2.9920464,0.4304412
962,-2.3305212,-0.9451764,-1.3515264,-3.312792,-1.5217272,-4.3703352,-2.5593372,-0.8418816,-2.9923992,0.3194856
963,-2.3305212,-0.9451764,-1.3515264,-3.312792,-1.5217272,-4.3703352,-2.5593372,-0.8418816,-2.9923992,0.3194856
964,-2.3305212,-0.9451764,-1.3515264,-3.312792,-1.5217272,-4.3703352,-2.5593372,-0.8418816,-2.9923992,0.3194856
965,-2.4030468,-0.9451764,-1.35954,-3.3545232,-1.4797692,-4.4308152,-2.700432,-0.980154,-2.9859984,0.2118312
966,-2.4030468,-0.9451764,-1.35954,-3.3545232,-1.4797692,-4.4308152,-2.700432,-0.980154,-2.9859984,0.2118312
967,-2.4030468,-0.9451764,-1.35954,-3.3545232,-1.4797692,-4.4308152,-2.700432,-0.980154,-2.9859984,0.2118312
968,-2.4030468,-0.9451764,-1.35954,-3.3545232,-1.4797692,-4.4308152,-2.700432,-0.980154,-2.9859984,0.2118312
969,-2.4677352,-0.911106,-1.3700232,-3.3922224,-1.4797692,-4.4862048,-2.8312704,-1.1099592,-2.9729448,0.1078812
970,-2.4677352,-0.911106,-1.3700232,-3.3922224,-1.4797692,-4.4862048,-2.8312704,-1.1099592,-2.9729448,0.1078812
971,-2.4677352,-0.911106,-1.3700232,-3.3922224,-1.4797692,-4.4862048,-2.8312704,-1.1099592,-2.9729448,0.1078812
972,-2.5246368,-0.8746668,-1.3828752,-3.425814,-1.4353416,-4.53663,-2.9516004,-1.2310452,-2.9535408,0.007938
973,-2.5246368,-0.8746668,-1.3828752,-3.425814,-1.4353416,-4.53663,-2.9516004,-1.2310452,-2.9535408,0.007938
974,-2.5246368,-0.8746668,-1.3828752,-3.425814,-1.4353416,-4.53663,-2.9516004,-1.2310452,-2.9535408,0.007938
975,-2.5738272,-0.8364888,-1.3979448,-3.4553232,-1.3888224,-4.582242,-3.0611952,-1.343286,-2.9280384,-0.0875448
976,-2.5738272,-0.8364888,-1.3979448,-3.4553232,-1.3888224,-4.582242,-3.0611952,-1.343286,-2.9280384,-0.0875448
977,-2.5738272,-0.8364888,-1.3979448,-3.4553232,-1.3888224,-4.582242,-3.0611952,-1.343286,-2.9280384,-0.0875448
978,-2.5738272,-0.8364888,-1.3979448,-3.4553232,-1.3888224,-4.582242,-3.0611952,-1.343286,-2.9280384,-0.0875448
979,-2.6153568,-0.797202,-1.4152068,-3.4553232,-1.3405392,-4.6232424,-3.1599036,-1.4465808,-2.8967148,-0.1783404
