Var1,route1,route2,route3,route4,route5,route6,route7,route8,route9
88,-8.3586985,-8.82496126,-8.87566907,-9.05696577,-8.62123243,-8.84698739,-9.09206486,-8.96244024,-8.92592162
89,-8.36192032,-8.82796426,-8.87853193,-9.06116997,-8.62588108,-8.85282402,-9.09756216,-8.9720032,-8.93298739
90,-8.36514214,-8.83096727,-8.88139479,-9.06537417,-8.63057598,-8.85863383,-9.10305946,-8.98182142,-8.94005315
91,-8.36836396,-8.83396667,-8.88425766,-9.06956036,-8.63528919,-8.86442523,-9.10855676,-8.99163964,-8.94711892
92,-8.37160881,-8.83692963,-8.88706046,-9.07356436,-8.6400024,-8.87021662,-9.11405405,-9.00145786,-8.95428138
93,-8.37485726,-8.83989259,-8.88959299,-9.07756837,-8.64471562,-8.87600801,-9.11955135,-9.01127608,-8.96187898
94,-8.37810571,-8.84285556,-8.89212553,-9.08157237,-8.64944384,-8.88179159,-9.12502913,-9.02155706,-8.96947658
95,-8.38134835,-8.84581852,-8.89465806,-9.08557638,-8.65437227,-8.88753774,-9.13041331,-9.03187487,-8.97707417
96,-8.38454354,-8.84878529,-8.89719059,-9.08956136,-8.6593007,-8.89328388,-9.1357975,-9.04219269,-8.9847958
97,-8.38773874,-8.85178829,-8.89966667,-9.09336517,-8.66422913,-8.89903003,-9.14118168,-9.05251051,-8.99292523
98,-8.39093393,-8.85479129,-8.90211111,-9.09716897,-8.66915756,-8.90477618,-9.14656587,-9.06295445,-9.00105465
99,-8.39407267,-8.85779429,-8.90455556,-9.10097277,-8.67425906,-8.91048829,-9.1517969,-9.07366326,-9.00918408
100,-8.39710811,-8.8607973,-8.907,-9.10477658,-8.6795964,-8.91618919,-9.15697748,-9.08437207,-9.01744324
101,-8.40014354,-8.86380631,-8.90945546,-9.10856637,-8.68493373,-8.92189009,-9.16215806,-9.09508088,-9.02602853
102,-8.40317898,-8.86686937,-8.91201001,-9.11223003,-8.69027107,-8.92759099,-9.16733864,-9.10578969,-9.03461381
103,-8.406103,-8.86993243,-8.91456456,-9.11589369,-8.69560841,-8.93329189,-9.17242913,-9.11671712,-9.0431991
104,-8.40895205,-8.8729955,-8.91711912,-9.11955736,-8.7012968,-8.93899279,-9.17733824,-9.12773003,-9.05187798
105,-8.4118011,-8.87605856,-8.91967367,-9.12322102,-8.70708609,-8.94469369,-9.18224735,-9.13874294,-9.06074184
106,-8.41465015,-8.87913003,-8.92232673,-9.12687628,-8.71287538,-8.95039459,-9.18715646,-9.14975586,-9.06960571
107,-8.41731982,-8.88227317,-8.92505746,-9.13045986,-8.71866466,-8.9560955,-9.19206557,-9.16078879,-9.07846957
108,-8.41995586,-8.88541632,-8.92778819,-9.13404344,-8.72451001,-8.9617964,-9.19676847,-9.17197548,-9.08739229
